3,0,61,1,6,52000
3,0,68,1,9,68000
2,1,80,1,10,59000
3,1,140,1,3,90000
1,0,75,1,2,35000
2,1,58,1,10,35000
3,0,68,1,1,35500
2,0,95,1,1,44400
3,0,99,1,1,57000
3,1,69,1,9,62000
1,0,10,1,5,7200
1,0,10,1,3,7300
1,0,33,0,2,7300
1,0,11,1,4,7500
3,0,18,1,2,9000
1,0,18,1,2,9500
1,0,35,0,1,9500
1,0,14,1,9,9500
1,0,35,0,2,9500
1,0,16,1,4,10000
1,0,16,1,8,10000
1,0,13,1,7,10000
3,0,19,1,1,10000
1,0,19,1,1,10000
1,0,13,1,8,10500
1,0,14,1,7,11000
1,0,15,1,5,11000
1,0,14,1,3,11000
2,0,26,0,2,11000
1,0,18,1,7,11000
2,0,14,1,8,11000
1,0,18,1,9,11499
1,0,23,1,1,11500
1,0,17,1,8,11500
1,0,16,1,7,11500
1,0,18,1,7,11500
1,0,18,1,5,11500
1,0,12,1,6,11500
1,0,32,0,2,11500
1,0,18,1,5,11500
1,0,18,1,3,12500
1,0,24,1,2,12500
1,0,15,1,7,12500
1,0,19,1,5,12500
1,0,18,1,5,12600
1,0,16,1,3,12700
1,0,22,1,2,13000
1,0,19,1,5,13000
1,0,13,1,7,13000
1,0,24,1,2,13500
1,0,19,1,8,13500
1,0,22,1,3,13500
1,0,31,0,1,13500
1,0,18,1,3,13500
1,0,18,1,8,13500
1,0,13,1,8,13800
2,0,35,0,2,14000
1,0,80,0,1,14000
1,0,18,1,3,14000
1,0,33,0,1,14000
1,0,12,1,7,14000
3,0,61,0,2,14000
1,0,18,1,6,14000
1,0,16,1,7,14000
1,0,18,1,5,14500
1,0,16,1,4,14500
1,0,17,1,3,14700
3,0,57,0,1,14700
3,0,24,1,8,15000
1,0,26,1,2,15000
2,0,12,1,8,15000
1,0,35,0,1,15000
1,0,60,0,2,15000
2,0,15,1,7,15000
3,0,13,1,8,15000
1,0,23,1,7,15000
1,0,22,1,6,15500
1,0,24,1,9,15500
1,0,30,1,1,15500
1,0,25,1,5,15700
1,0,40,0,1,15900
1,0,20,1,8,16000
2,0,51,0,1,16000
1,0,32,1,1,16000
1,0,33,1,2,16000
1,0,24,1,9,16000
1,0,21,1,6,16500
1,0,22,1,3,16500
1,0,19,1,6,16500
1,0,31,1,1,16500
1,0,34,1,1,17000
1,0,37,1,2,17000
1,0,21,1,9,17000
1,0,37,1,1,17000
2,0,43,0,2,17000
2,0,60,0,1,17000
3,0,36,1,2,17000
3,0,36,1,1,17000
1,0,24,1,7,17000
1,0,24,1,5,17000
1,0,22,1,3,17000
1,0,15,1,8,17000
2,0,58,0,1,17000
1,0,18,1,5,17000
3,0,18,1,7,17000
1,0,22,1,6,17500
1,0,25,1,3,17500
1,0,30,1,2,17500
1,0,31,1,2,17700
1,0,24,1,8,18000
1,0,29,1,9,18000
1,0,24,1,4,18000
1,0,30,1,2,18000
1,0,60,0,1,18000
3,0,47,0,1,18000
1,0,38,1,1,18000
1,0,32,1,1,18500
2,0,32,1,2,18500
1,0,21,1,8,18500
1,0,38,1,1,18500
1,0,37,1,2,18500
4,0,27,1,6,18500
1,1,25,1,11,18500
1,1,37,1,2,18500
1,0,27,1,6,18500
1,0,46,0,2,18750
1,0,24,1,4,19000
2,0,26,1,7,19000
1,0,54,0,2,19000
2,0,24,1,5,19000
3,0,49,0,1,19000
2,0,49,0,2,19000
3,0,72,0,2,19000
1,0,26,1,4,19000
1,1,32,1,2,19092
1,0,24,1,3,19400
2,0,38,1,2,19500
1,0,60,0,1,19500
3,0,55,0,1,19500
3,0,27,1,7,19500
3,0,27,1,5,19500
1,0,27,1,8,19500
1,0,30,1,3,19500
1,0,32,1,7,19500
1,0,45,0,2,19500
1,0,26,1,4,20000
2,0,32,1,6,20000
1,0,38,1,2,20000
1,0,65,0,1,20000
1,0,28,1,8,20000
1,0,43,1,1,20000
2,0,27,1,3,20000
1,0,27,1,9,20000
2,0,27,1,6,20000
2,0,31,1,4,20000
1,0,32,1,4,20000
1,0,42,1,1,20000
1,0,32,1,6,20000
1,0,34,1,2,20000
1,0,42,1,2,20000
1,0,46,0,2,20000
1,0,31,1,7,20000
1,0,37,1,2,20000
2,0,37,1,1,20000
2,0,37,1,1,20000
1,0,33,1,6,20000
1,0,43,1,2,20100
1,0,43,1,1,20350
1,0,38,1,1,20350
1,0,38,1,2,20350
1,0,25,1,3,20500
1,0,30,1,5,20500
1,0,31,1,4,20500
1,0,48,0,1,20500
1,0,26,1,8,20500
1,0,48,0,1,20500
1,0,32,1,6,20500
1,0,44,1,1,20700
1,0,32,1,3,21000
2,0,44,1,2,21000
1,0,30,1,9,21000
1,0,24,1,8,21000
1,0,38,1,1,21000
1,0,38,1,1,21000
1,1,35,1,1,21000
1,0,30,1,7,21000
1,0,32,1,8,21000
1,0,30,1,4,21000
1,0,32,1,3,21000
1,0,29,1,6,21000
1,0,32,1,4,21000
1,0,19,1,8,21200
1,0,21,1,3,21500
1,0,22,1,3,21500
2,0,23,1,3,21500
1,0,33,1,7,21500
1,0,38,1,2,21500
1,0,21,1,3,21500
1,0,30,1,6,21500
1,0,24,1,6,21500
1,0,55,0,2,21800
1,0,55,0,2,21800
1,0,42,1,2,22000
1,0,30,1,5,22000
1,1,28,1,10,22000
2,0,34,1,5,22000
2,0,44,1,2,22000
1,0,40,1,2,22000
1,0,35,1,7,22000
1,0,35,1,6,22000
1,0,31,1,5,22000
1,0,40,1,2,22000
1,0,38,1,2,22440
1,1,51,0,2,23000
1,0,30,1,5,23000
2,0,50,1,1,23000
1,0,46,1,1,23000
1,1,45,1,2,23000
2,0,44,1,1,23000
1,0,25,1,8,23000
1,0,32,1,7,23000
1,0,36,1,6,23000
1,0,38,1,7,23000
1,1,25,1,3,23000
1,0,35,1,3,23000
2,0,52,0,1,23000
1,0,41,1,2,23000
1,0,30,1,8,23000
1,0,38,1,4,23000
1,0,30,1,8,23000
1,0,43,1,2,23000
2,0,46,1,2,23000
2,0,40,1,1,23000
1,0,40,1,2,23000
1,0,32,1,5,23200
1,0,35,1,5,23500
1,0,29,1,7,23500
1,0,30,1,5,23500
1,0,31,1,8,23500
1,0,30,1,6,23500
1,0,31,1,4,23500
1,0,18,1,9,23500
1,0,43,1,2,23500
1,0,31,1,5,23500
1,1,23,1,5,23500
1,0,40,1,1,23500
1,0,47,1,2,23500
1,0,39,1,4,23500
1,0,45,1,1,23500
1,0,45,1,2,23500
2,0,38,1,7,23500
2,0,39,1,9,23500
2,0,45,1,2,23500
1,0,43,1,2,23500
1,0,44,1,2,23500
1,1,25,1,8,23500
1,0,34,1,8,23500
1,0,25,1,9,24000
1,0,38,1,8,24000
1,0,80,0,1,24000
2,0,37,1,9,24000
1,0,37,1,9,24000
1,1,39,1,7,24000
1,1,30,1,12,24000
2,0,32,1,8,24000
2,0,39,1,5,24000
1,0,32,1,5,24000
1,0,50,1,2,24000
2,0,39,1,5,24000
2,0,39,1,3,24000
1,1,48,1,2,24000
1,0,49,1,2,24000
2,0,35,1,6,24000
1,0,45,1,1,24000
2,0,54,0,2,24000
1,0,30,1,3,24500
1,0,32,1,8,24500
2,0,33,1,8,24500
1,0,45,1,2,24500
1,0,40,1,8,24500
1,0,40,1,6,24500
1,0,39,1,3,24500
1,0,30,1,6,24500
2,0,41,1,1,24500
1,0,41,1,1,24500
1,0,43,1,1,24500
1,0,64,0,2,24500
1,0,32,1,4,24500
1,0,29,1,8,24500
1,1,64,0,2,24600
1,0,39,1,5,24600
1,0,37,1,3,24940
1,0,32,1,4,25000
3,0,32,1,8,25000
1,0,56,0,1,25000
1,0,24,1,8,25000
1,0,29,1,7,25000
1,0,28,1,7,25000
1,0,35,1,7,25000
1,0,30,1,8,25000
1,0,30,1,5,25000
1,0,33,1,8,25000
2,0,44,1,2,25000
2,0,45,1,1,25000
2,0,39,1,9,25000
3,0,49,1,2,25000
2,0,60,0,2,25000
2,0,33,1,8,25000
1,0,50,1,1,25000
2,0,35,1,4,25000
1,0,40,1,5,25200
1,0,32,1,5,25200
1,0,36,1,6,25400
1,0,42,1,6,25500
1,0,39,1,4,25500
1,0,50,1,1,25500
1,0,42,1,8,25500
1,1,34,1,8,25500
1,0,38,1,3,25500
1,1,37,1,11,25500
3,0,35,1,3,25500
2,0,42,1,3,25500
1,0,42,1,3,25500
1,0,42,1,9,25500
1,0,41,1,9,25500
1,0,30,1,8,25500
1,1,44,1,2,25500
1,0,32,1,9,25500
1,0,44,1,2,25500
1,1,44,1,1,25500
1,0,34,1,8,25500
2,0,42,1,3,25500
2,0,45,1,1,25500
1,0,44,1,2,25500
2,0,45,1,2,25500
1,0,36,1,4,25500
1,0,49,1,1,25500
1,0,44,1,1,25584
1,1,36,1,3,25600
1,0,31,1,9,25700
1,0,31,1,7,25700
1,0,30,1,6,26000
1,0,34,1,8,26000
1,0,53,1,2,26000
1,0,53,1,1,26000
1,0,40,1,8,26000
1,0,31,1,4,26000
1,0,51,1,1,26000
1,0,35,1,4,26000
1,0,63,0,1,26000
1,0,39,1,4,26000
1,0,32,1,5,26000
1,0,34,1,9,26000
1,0,31,1,3,26000
1,1,35,1,3,26000
1,0,37,1,8,26000
3,0,35,1,4,26000
1,0,67,0,1,26000
1,0,40,1,3,26000
1,0,39,1,9,26000
1,0,43,1,8,26000
1,0,43,1,7,26000
1,0,31,1,8,26000
1,0,40,1,4,26000
2,0,34,1,6,26000
2,0,42,1,5,26000
2,0,30,1,6,26000
2,0,39,1,8,26000
2,0,31,1,8,26000
1,0,41,1,3,26000
1,0,34,1,5,26500
1,1,45,1,2,26500
1,0,30,1,6,26500
1,0,32,1,3,26500
1,0,44,1,3,26500
1,0,34,1,5,26500
1,0,45,1,2,26500
1,0,45,1,1,26500
1,0,34,1,3,26500
1,0,32,1,9,26500
1,0,30,1,7,26500
1,0,30,1,9,26500
1,0,35,1,8,26500
1,0,30,1,9,26500
1,0,33,1,4,26500
1,1,32,1,12,26500
1,1,30,1,6,26500
1,0,44,1,8,26500
1,0,32,1,3,26500
1,0,44,1,6,26500
1,0,45,1,1,26500
1,0,32,1,5,26500
1,0,35,1,6,26500
1,0,45,1,2,26500
1,0,52,1,1,26500
1,0,42,1,7,26500
1,0,42,1,6,26500
1,0,43,1,4,26500
1,0,33,1,6,26500
2,0,42,1,8,26500
1,0,30,1,8,26500
1,0,33,1,5,26500
1,0,46,1,2,26575
1,0,30,1,5,26600
1,0,42,1,3,26600
2,0,34,1,8,26700
1,0,300,0,2,26700
1,0,27,1,5,26700
1,0,30,1,7,26800
1,0,30,1,7,26900
1,0,42,1,6,26900
1,0,36,1,7,27000
1,0,55,1,2,27000
1,0,33,1,3,27000
1,0,42,1,3,27000
1,0,44,1,9,27000
2,0,40,1,5,27000
1,0,48,1,2,27000
1,0,39,1,5,27000
1,0,44,1,5,27000
3,0,29,1,5,27000
1,1,34,1,5,27000
1,0,30,1,3,27000
2,0,42,1,3,27000
